gene_symbol	ICM_1_FPKM	ICM_2_FPKM	ICM_3_FPKM	TE_1_FPKM	TE_2_FPKM	TE_3_FPKM
FLJ45079	0.0	0.0	0.0	0.0	0.0	0.0
TNRC6C	1.164782	0.516062	0.159353	0.194114	0.3383	0.256609
TNRC6C-AS1	0.0	0.0	0.0	0.0	0.0	0.0
TMC6	1.093819	1.848807	3.49617	1.883563	5.065711	6.846364
TMC8	0.0	0.0	0.0	0.0	0.0	0.0
C17orf99	0.0	0.0	0.0	0.0	0.0	0.0
SYNGR2	37.360897	65.509819	56.228745	63.356384	163.387405	146.093979
TK1	21.79121	23.559338	27.390102	31.573824	67.923622	24.535263
AFMID	3.225439	0.645597	0.764992	0.753472	6.755918	1.51519
BIRC5	1.700595	6.421817	0.004038	4.600762	2.381941	0.908327
TMEM235	0.0	0.0	0.0	0.0	0.0	0.0
SOCS3	3.484348	2.160687	0.972807	2.147797	0.545018	0.822022
PGS1	8.172826	9.06341	14.928866	12.777879	35.988037	24.376223
DNAH17	0.116208	0.239158	0.136175	0.247917	0.818399	0.413116
CYTH1	2.323218	3.401613	5.340377	3.292422	0.041811	4.948807
USP36	10.037319	7.418907	9.940984	17.919062	21.086111	26.116966
TIMP2	2.126539	0.902718	2.121542	3.654933	0.869196	1.803795
LOC100653515	0.0	0.0	0.0	0.0	0.0	0.0
LGALS3BP	0.0	0.0	0.0	0.0	0.0	0.0
CANT1	0.0	0.0	0.0	0.0	0.0	0.0
C1QTNF1-AS1	0.151231	0.0	0.0	0.0	0.0	0.0
C1QTNF1	0.047836	0.151827	0.78891	0.0	0.0946	0.0
ENGASE	0.662025	0.154339	0.349759	0.602254	0.750887	0.425369
RBFOX3	0.0	0.0	0.0	0.0	0.0	0.0
MIR4739	0.0	0.0	0.0	0.0	0.0	0.0
ENPP7	0.0	0.0	0.0	0.0	0.0	0.0
CBX2	0.0	0.0	0.0	0.0	0.0	0.150081
CBX8	0.893383	1.206138	1.85829	0.732799	0.631742	2.011582
CBX4	0.702184	0.309444	0.103879	0.173698	0.255741	0.182567
TBC1D16	0.2987	0.355381	0.085608	0.142041	0.0	0.137681
CCDC40	0.0	0.0	0.0	0.0	0.0	0.0
GAA	0.467894	4.419138	5.612968	0.444012	7.586963	0.542212
EIF4A3	157.515503	153.306213	223.3125	146.251022	74.367645	83.421539
CARD14	0.0	0.0	0.0	0.0	0.0	0.03912
SGSH	2.812838	5.656216	5.980958	5.403931	10.330734	10.519053
SLC26A11	0.0	1.377642	3.116614	2.586101	8.022099	5.006056
RNF213	0.0	0.0	0.0	0.0	0.0	0.0
LOC100294362	0.0	0.0	0.0	0.0	0.036845	0.061368
ENDOV	1.519678	2.213341	7.215089	2.542209	10.744719	9.071508
MIR4730	0.0	0.0	0.0	0.0	0.0	0.0
NPTX1	2.703468	1.448114	5.837858	7.620955	0.050121	0.477965
RPTOR	0.0	0.020725	0.0	0.0	0.004888	0.051432
CHMP6	17.392139	18.676388	29.648724	18.576702	30.613218	78.333
BAIAP2-AS1	0.0	0.054088	0.267991	0.408539	0.0	0.43508
BAIAP2	5.809891	9.585573	11.004653	11.912444	26.633373	40.744442
AATK	0.0	0.0	0.0	0.0	0.0	0.0
MIR657	0.0	0.0	0.0	0.0	0.0	0.0
MIR3065	0.0	0.0	0.0	0.0	0.0	0.0
MIR338	0.0	0.0	0.0	0.0	0.0	0.0
MIR1250	0.0	0.0	0.0	0.0	0.0	0.0
AATK-AS1	0.0	0.0	0.0	0.0	0.0	0.0
AZI1	0.387024	0.0	0.0	0.0	0.0	0.0
ENTHD2	1.953777	3.89102	3.159119	5.830725	10.619665	7.414548
C17orf89	4.017085	8.388925	1.611006	6.930476	8.51622	2.51682
SLC38A10	3.113786	4.775931	9.773454	3.995112	12.009731	24.857697
LINC00482	0.083812	0.0	0.559917	0.078166	0.245167	0.308037
TMEM105	0.0	0.0	0.0	0.0	0.0	0.0
BAHCC1	0.0	0.0	0.0	0.0	0.0	0.102983
MIR4740	0.0	0.0	0.0	0.0	0.0	0.0
MIR3186	0.0	0.0	0.0	0.0	0.0	0.0
ACTG1	0.0	0.0	0.0	0.0	0.0	14.673398
FSCN2	0.0	0.0	0.0	0.0	0.0	0.0
C17orf70	0.0	0.0	0.0	0.0	0.269301	8.60822
NPLOC4	25.998644	28.128077	32.217106	27.387695	44.841904	49.335201
TSPAN10	0.0	0.0	0.0	0.0	0.0	0.0
PDE6G	1.412933	2.328596	0.0	0.1702	1.120937	0.0
OXLD1	12.098596	14.062037	7.898557	13.44016	16.68037	38.733566
CCDC137	8.809929	9.149329	14.899581	18.317619	25.248205	27.7854
ARL16	25.309195	51.09613	41.235199	44.26009	76.663277	48.891937
HGS	23.956797	27.259333	38.620087	35.53714	54.598427	86.661484
MRPL12	198.829941	280.833588	233.890472	339.026154	686.135498	692.666992
SLC25A10	5.748862	5.932322	4.008739	4.773853	17.536505	23.456221
GCGR	0.0	0.0	0.0	0.0	0.0	0.0
FAM195B	6.284075	1.787519	6.984973	1.528755	8.42519	6.793327
PPP1R27	0.0	0.0	0.0	0.0	0.0	0.0
P4HB	162.029633	254.454758	294.760101	220.044708	506.484528	563.233643
ARHGDIA	0.0	40.173557	0.0	31.629066	0.0	88.443642
ALYREF	51.775318	56.73801	39.89645	39.38559	71.951355	85.210533
ANAPC11	4.134001	11.352939	4.789934	3.930149	59.315704	21.324244
NPB	0.25644	0.0	0.0	0.0	0.0	0.0
PCYT2	0.0	13.541544	0.666006	7.664658	0.0	0.0
SIRT7	21.866671	23.182198	33.503273	23.892582	42.45208	54.191612
MAFG	16.299477	10.342467	10.470404	8.001586	16.1721	23.292088
MAFG-AS1	0.597331	0.767113	0.37751	0.067212	0.0	1.474271
PYCR1	0.686849	0.0	0.0	2.848531	0.0	0.0
MYADML2	0.0	0.0	0.0	0.0	0.0	0.0
NOTUM	6.215021	0.982308	0.435066	1.376977	0.0	0.144942
ASPSCR1	2.571597	6.063974	0.0	5.334641	9.97631	0.0
STRA13	50.118732	114.733177	72.255898	82.564095	240.422638	211.866745
LRRC45	6.499121	7.573211	6.289141	5.34997	23.996634	23.41507
RAC3	0.0	0.0	0.0	0.0	0.0	0.0
DCXR	0.025512	5.095744	0.0	0.0	4.244659	0.0
RFNG	16.736765	21.877365	22.824778	23.369982	42.819714	55.591465
GPS1	10.496606	38.729362	39.438782	0.593409	1.223844	137.530624
DUS1L	66.158768	101.439423	76.026871	141.198654	294.386444	265.833405
FASN	2.608139	4.322544	4.659383	6.097343	8.560651	16.518295
CCDC57	0.462083	0.0	0.154581	1.955805	0.278017	1.743918
SLC16A3	0.0	0.0	0.0	0.0	0.0	12.283381
CSNK1D	2.506068	5.991393	3.965151	5.073946	10.534167	8.40929
CD7	0.0	0.0	0.0	0.0	0.0	0.0
SECTM1	0.0	0.0	0.0	0.0	0.0	0.0
TEX19	0.0	0.0	0.0	0.0	0.612583	0.0
UTS2R	0.0	0.0	0.0	0.0	0.0	0.0
OGFOD3	1.012179	0.0	0.773159	1.571516	3.273336	1.381582
HEXDC	2.129616	2.83419	3.957664	2.354419	6.334389	9.385742
C17orf62	0.0	8.769052	0.0	0.0	0.0	0.0
NARF	0.0	0.0	0.0	0.0	0.0	0.0
FOXK2	15.334578	15.615505	16.946993	22.413216	34.038887	39.045265
WDR45B	17.83633	20.74485	20.43305	24.598255	29.29468	38.572948
RAB40B	4.892886	5.524187	1.536579	10.808674	12.666391	0.969642
FN3KRP	8.054935	7.018932	3.146887	11.794033	10.304307	6.953777
FN3K	0.0	0.0	0.0	0.498103	0.125132	0.0
TBCD	15.333407	21.002398	16.519121	17.492884	24.464006	19.495705
ZNF750	53.351254	20.323219	71.912674	7.955624	10.295567	18.977673
B3GNTL1	2.756015	0.366909	1.33103	1.704108	5.260425	3.787204
METRNL	83.280434	21.304977	67.22744	24.390354	17.43326	63.3806
FLJ43681	0.0	0.0	0.681243	0.32095	0.384943	0.320653
MGC70870	0.225892	0.0	0.0	0.0	0.0	0.051974
ROCK1P1	0.0	0.220752	0.0	0.179039	0.24127	0.241667
USP14	1.679126	0.004499	0.254528	0.667192	0.0	0.014071
THOC1	16.389761	12.035272	9.286398	13.438759	3.095708	3.242989
COLEC12	12.061827	12.439486	10.614471	18.169119	5.912944	5.087921
CETN1	0.0	0.051713	0.0	0.0	0.116453	0.614111
CLUL1	0.0	0.0	0.097618	0.0	0.0	0.0
C18orf56	0.256709	0.564945	2.691174	0.291566	3.264297	7.983821
TYMS	77.305237	55.124199	53.863209	78.957451	46.186951	32.548901
ENOSF1	1.290296	0.056264	2.885843	3.188165	0.210175	1.063585
YES1	54.12249	28.32852	23.652824	35.983372	48.755291	46.075493
ADCYAP1	0.0	0.0	0.0	0.0	0.0	0.0
LINC00470	0.196965	0.693754	0.655361	0.156187	0.095763	0.50917
METTL4	3.584638	4.816845	3.800879	5.666138	1.382217	2.088959
NDC80	19.571697	10.423912	7.608066	16.164345	1.436569	5.718932
CBX3P2	0.0	0.165998	0.0	0.396398	0.0	1.195824
SMCHD1	9.750469	2.803958	2.82266	5.110736	0.663367	1.317206
EMILIN2	6.42886	9.521657	12.135792	13.283505	20.532974	23.470463
LPIN2	10.122113	9.143891	5.7291	12.569055	5.126182	8.500894
LOC727896	0.286512	0.297134	0.34295	0.47888	0.048442	0.327163
MYOM1	0.0	0.0	0.013459	0.029216	0.067818	0.0
MYL12A	231.338287	176.880325	206.136536	202.901016	27.412777	50.263611
MYL12B	374.784424	398.395844	470.734009	347.232635	86.149551	132.841949
TGIF1	0.0	0.0	0.0	0.0	0.0	0.0
DLGAP1	0.0	0.0	0.0	0.0	0.0	0.0
DLGAP1-AS1	0.0	0.284637	0.0	0.116895	0.785968	0.0
DLGAP1-AS3	0.0	0.0	0.0	0.379276	0.0	0.0
DLGAP1-AS5	0.215003	0.073371	0.0	0.0	0.0	0.0
C18orf42	0.0	0.0	0.0	0.0	0.0	0.0
LINC00526	1.834185	0.0	0.218603	0.133319	0.989463	1.668852
LINC00667	2.440252	1.765216	3.332566	2.913669	2.355715	1.972327
ZBTB14	0.0	0.0	0.0	0.0	0.0	0.0
EPB41L3	16.920849	13.044557	12.331303	7.770427	2.650944	3.203999
LOC645355	0.0	0.0	0.0	0.0	0.0	0.0
MIR3976	0.0	0.0	0.0	0.0	0.0	0.0
TMEM200C	0.194935	0.0	0.0	0.0	0.0	0.0
L3MBTL4	0.0	0.0	0.0	0.0	0.0	0.0
MIR4317	0.0	0.0	0.0	0.0	0.0	0.0
LOC100130480	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP28	2.280411	0.594305	0.510887	0.501158	0.210578	0.525212
LINC00668	28.250202	16.725002	18.193565	23.219204	11.047542	20.829479
LAMA1	67.596619	115.330956	136.065109	134.310318	195.406113	87.219238
LRRC30	0.0	0.0	0.0	0.0	0.0	0.0
PTPRM	0.321226	0.796198	0.207815	0.456927	0.079342	0.12169
LOC100192426	0.0	0.0	0.0	0.0	0.0	0.0
RAB12	2.565917	4.257257	4.989541	2.284108	1.794125	3.273727
SOGA2	0.136508	0.05136	0.232836	0.062767	0.0	0.0
NDUFV2	266.183899	187.440201	174.205368	210.956039	46.610783	76.582817
ANKRD12	0.0	1.523716	1.588689	1.914462	0.0	0.0
TWSG1	10.709302	7.112009	6.620799	1.82632	0.272945	0.43637
RALBP1	64.810226	70.025711	132.681152	39.107563	34.791729	52.273293
PPP4R1	28.48123	20.167881	0.333568	44.544678	16.834963	0.0
RAB31	35.543705	22.644278	25.336452	30.750332	8.91147	12.955689
TXNDC2	0.152957	0.0	0.439989	0.0	0.0	0.0
VAPA	19.548449	6.461793	2.976081	12.488254	0.571309	2.124154
APCDD1	0.0	0.116109	0.111435	0.222911	0.0	0.0
NAPG	13.517095	10.259612	7.002243	10.98768	3.421659	3.927509
PIEZO2	0.0	0.00603	0.0	0.0	0.0	0.0
GNAL	0.0	2.452186	0.0	0.0	0.0	0.0
CHMP1B	17.982426	19.040993	17.087734	14.787083	27.230785	21.433136
MPPE1	0.0	0.0	0.0	0.0	0.051612	2.254753
IMPA2	142.147675	115.983398	138.248825	104.831497	150.905685	270.103119
CIDEA	0.0	0.0	0.0	0.0	0.0	0.0
TUBB6	22.65247	50.811554	43.583157	53.163166	68.059113	78.38681
AFG3L2	44.529037	48.579628	28.667522	51.884708	48.216805	30.228786
SLMO1	0.283236	0.343671	0.331972	0.334462	1.479154	1.58292
SPIRE1	0.0	0.0	0.0	0.0	0.0	0.0
PSMG2	0.0	0.0	0.0	0.0	0.0	0.0
CEP76	12.761116	10.27283	15.238416	11.189305	2.035794	4.055614
PTPN2	2.698037	0.790565	0.413898	0.0	0.051085	0.054822
SEH1L	2.643637	0.0	0.0	0.0	0.305128	0.0
CEP192	5.532272	3.426163	2.73987	4.310668	3.189203	3.097728
LDLRAD4	0.0	0.0	0.0	0.0	0.0	0.0
LDLRAD4-AS1	0.0	0.0	0.0	0.0	0.0	0.0
MIR4526	0.0	0.0	0.0	0.0	0.0	0.0
FAM210A	1.188953	2.397025	0.131948	0.260683	2.070423	0.077457
RNMT	7.348392	7.535318	9.516162	11.806718	2.273938	3.442088
MC5R	0.0	0.0	0.0	0.0	0.0	0.0
MC2R	0.0	0.0	0.0	0.0	0.0	0.0
ZNF519	0.371378	0.0	0.041051	0.761988	0.102027	0.0
ANKRD20A5P	0.598635	0.0	0.061756	0.0	0.0	0.0
CYP4F35P	0.0	0.375509	0.0	0.0	0.0	0.0
CXADRP3	0.0	0.0	0.0	0.0	0.0	0.0
POTEC	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD30B	0.0	0.0	0.0	0.0	0.0	0.0
MIR3156-2	0.0	0.0	0.0	0.0	0.0	0.0
LOC644669	0.0	0.0	0.0	0.0	0.0	0.0
ROCK1	15.045745	7.446115	6.229053	10.694682	1.947981	3.619922
GREB1L	3.962631	10.581395	13.272845	11.691158	5.76673	4.603428
ESCO1	17.275433	2.888569	2.945678	4.086182	0.917199	2.177938
SNRPD1	150.88826	129.872452	104.765488	137.035706	29.453978	56.970966
ABHD3	4.948208	2.021963	1.308209	3.222022	0.667936	0.486014
MIR320C1	0.0	0.0	0.0	0.0	0.0	0.0
MIB1	3.666619	0.909268	1.409266	1.917448	0.418445	0.779529
MIR133A1	0.0	0.0	0.0	0.0	0.0	0.0
MIR1-2	0.0	0.0	0.0	0.0	0.0	0.0
GATA6	36.442924	22.213064	25.746309	16.997398	29.732197	32.318436
CTAGE1	0.060173	0.0	0.02108	0.0	0.0	0.0
RBBP8	30.382475	8.235181	13.143408	12.880225	3.231263	3.533419
MIR4741	0.010855	0.070851	0.0	0.000607	0.03893	0.157019
CABLES1	0.0	0.0	0.0	0.0	0.0	0.224994
TMEM241	0.314869	0.477289	0.299544	1.137755	0.605376	0.470002
RIOK3	26.423422	8.948385	11.956041	9.472759	3.840395	4.865337
C18orf8	11.589365	8.102019	12.391048	15.507468	9.502673	8.840796
NPC1	7.832878	6.450736	9.794096	7.521077	6.882716	4.40359
ANKRD29	0.0	0.0	0.0	0.0	0.0	0.0
LAMA3	0.0	0.0	0.0	0.0	0.0	0.0
TTC39C	0.0	0.0	0.0	0.0	0.0	0.0
CABYR	0.455596	0.101881	0.080344	0.517834	0.005268	0.0
OSBPL1A	0.0	4.597817	2.811944	0.0	3.053582	3.372983
MIR320C2	0.0	0.0	0.0	0.0	0.0	0.0
IMPACT	7.956673	5.913972	5.081093	4.227495	1.286737	3.759987
HRH4	0.0	0.0	0.0	0.0	0.0	0.0
LOC729950	0.0	0.0	0.0	0.0	0.0	0.0
ZNF521	0.0	0.0	0.0	0.0	0.0	0.0
SS18	5.270874	4.121243	4.48217	9.053047	0.080894	0.620382
PSMA8	0.0	0.0	0.0	0.0	0.0	0.0
TAF4B	20.669884	23.528261	36.55875	9.27928	1.317335	2.858181
KCTD1	2.442624	0.0	4.392747	0.0	1.434769	1.361425
LOC728606	0.308515	0.0	0.220663	0.0	0.0	0.0
AQP4	0.0	0.0	0.0	0.0	0.0	0.0
AQP4-AS1	0.039978	0.0	0.0	0.0	0.0	0.0
CHST9	0.0	0.212933	0.297107	0.154838	0.0	0.0
CDH2	3.117967	1.925696	0.395884	0.0	0.0	0.0
MIR302F	0.0	0.0	0.0	0.0	0.0	0.0
DSC3	0.0	0.0	0.0	0.094079	0.0	0.390615
DSC2	7.031526	8.936694	26.748022	3.048652	3.36066	2.89214
DSC1	0.0	0.0	0.43532	0.31121	0.0	0.037979
DSG1	0.0	0.0	0.841574	0.103501	0.0	0.019834
DSG4	0.0	0.0	0.20383	0.0	0.0	0.0
DSG3	0.437948	3.707182	3.187389	0.959861	4.505519	1.905135
DSG2	18.840918	18.817282	26.819778	22.320198	20.70722	16.925331
LOC100652770	0.0	0.302441	0.256399	0.678518	0.0	0.081388
TTR	0.0	0.0	0.705485	0.0	0.0	0.0
B4GALT6	0.536113	0.15935	0.039616	0.557283	0.151709	0.046336
SLC25A52	0.082258	0.345065	0.046443	0.048977	0.410719	0.0
TRAPPC8	17.031082	10.345881	7.018556	9.993914	2.541124	3.14732
RNF125	7.061767	2.146634	0.660133	1.045083	0.946747	0.41749
RNF138	9.384368	4.115049	0.633901	1.718037	3.764287	2.425641
MEP1B	0.0	0.0	0.0	0.0	0.0	0.0
GAREM	2.060646	0.83911	0.698821	0.238058	0.41467	0.719778
WBP11P1	0.096861	0.020115	0.018647	0.018903	0.0	0.003263
KLHL14	0.075711	0.0	0.309806	0.0	0.0	0.0
CCDC178	0.0	0.088522	0.0	0.108223	0.0	0.0
ASXL3	0.0	0.393888	0.0	0.354761	0.0	0.0
NOL4	0.0	0.0	0.0	0.0	0.0	0.0
DTNA	0.0	0.0	0.0	0.0	0.0	0.0
MAPRE2	0.0	0.0	0.0	0.0	0.0	0.0
ZNF397	3.097365	2.996061	1.240337	2.617404	0.641901	0.646061
ZSCAN30	0.0	0.0	0.0	0.0	0.0	0.0
ZNF271	3.898524	3.532739	3.136498	4.451966	0.767421	1.264764
ZNF24	8.638122	5.242294	4.60456	7.087012	1.863586	2.950198
ZNF396	0.114934	0.0	0.0	0.0	0.0	0.0
INO80C	0.03517	0.0	2.691076	4.341233	16.426485	0.67222
MIR3975	0.0	0.0	0.0	0.504103	0.0	0.0
GALNT1	12.837276	13.566394	14.261046	20.707769	5.654103	8.53773
MIR187	0.0	0.0	0.0	0.0	0.0	0.0
C18orf21	1.102143	1.044534	7.204216	6.073357	0.792641	3.716539
RPRD1A	22.859934	15.599048	12.60105	18.498899	6.481081	9.207164
SLC39A6	6.067235	5.882979	4.553384	5.380306	2.057745	4.181412
ELP2	0.0	0.0	0.0	0.0	0.0	0.0
MOCOS	0.378467	0.0	1.263477	0.317369	0.0	0.270522
FHOD3	0.0	0.271425	0.17953	0.0	0.0	0.0
TPGS2	11.867047	12.961796	16.027796	19.092081	10.130213	19.386484
KIAA1328	0.184645	0.56893	0.795952	0.205848	0.055692	0.249616
CELF4	0.0	0.0	0.0	0.0	0.0	0.0
MIR4318	0.0	0.0	0.0	0.0	0.0	0.0
LINC00669	0.0	0.0	0.088471	0.0	0.0	0.0
KC6	0.0	0.209189	0.0	0.0	0.0	0.0
PIK3C3	10.083106	5.710052	6.036946	8.04913	1.1689	1.323246
RIT2	2.316736	2.298478	1.296191	1.132091	0.0	0.0
SYT4	0.0	0.0	0.0	0.0	0.0	0.0
SETBP1	0.260284	0.0	0.492689	0.283526	0.660739	0.23476
MIR4319	0.0	0.0	0.0	0.0	0.0	0.0
SLC14A2	0.0	0.0	0.0	0.0	0.0	0.0
SLC14A1	0.0	0.0	0.0	0.0	0.0	0.0
SIGLEC15	0.0	0.0	0.0	0.0	0.0	0.0
EPG5	1.570975	2.988812	0.916388	1.191937	0.844003	0.733584
PSTPIP2	0.603477	0.401229	2.781741	0.277294	0.412909	1.138381
ATP5A1	625.396301	831.274475	854.827393	726.235046	523.828979	400.590088
HAUS1	40.549809	25.786568	23.22369	31.407997	6.775644	7.177419
C18orf25	7.428162	0.0	4.577413	2.845261	0.0	1.727826
RNF165	0.0	0.0	0.0	0.0	0.0	0.0
LOXHD1	0.0	0.0	0.0	0.0	0.0	0.0
ST8SIA5	0.289683	0.0	0.0	0.0	0.0	0.0
PIAS2	2.027543	1.414062	1.178169	1.433053	0.333515	0.37477
KATNAL2	0.813494	0.0	0.357672	0.40973	0.0	0.485426
TCEB3CL	0.0	0.0	0.0	0.0	0.0	0.0
TCEB3CL2	0.0	0.0	0.0	0.0	0.0	0.0
TCEB3C	0.0	0.0	0.0	0.0	0.0	0.0
TCEB3B	0.0	0.0	0.0	0.0	0.0	0.0
HDHD2	5.641535	5.197034	1.937184	3.739897	0.417127	1.468324
IER3IP1	44.538708	23.380226	14.453259	20.652681	21.893835	23.79488
SMAD2	8.392848	0.0	5.33043	6.310094	0.065318	2.045967
ZBTB7C	0.557134	1.035612	1.622057	6.036712	2.121471	2.313537
CTIF	0.710248	0.0	1.561428	1.571023	4.373427	3.178589
MIR4743	0.0	0.0	0.040864	0.0	0.091313	0.081717
SMAD7	2.00257	0.0	0.0	0.0	0.0	3.355554
DYM	25.594625	17.556871	21.065928	24.617815	7.728869	8.914665
MIR4744	0.0	0.0	0.0	0.0	0.0	0.0
C18orf32	1.491732	1.736041	0.273778	0.968757	1.756446	0.0
RPL17-C18orf32	51.317287	21.542166	62.87468	83.140839	0.0	38.128998
MIR1539	0.0	0.0	0.0	0.0	0.0	0.0
RPL17	387.334869	278.160248	192.699142	442.974396	656.558594	261.657318
SNORD58C	5.678288	1.918306	3.940796	4.075575	0.030279	2.593384
SNORD58A	2.244447	0.0	0.993692	1.44292	0.0	0.0
SNORD58B	0.327798	0.328091	0.231974	0.362425	0.239183	0.24464
LIPG	3.516214	0.174026	0.730599	0.472155	0.0	0.342714
ACAA2	53.013157	64.224709	59.387253	68.038712	20.604448	15.060708
SCARNA17	0.0	0.0	0.0	0.0	0.0	0.0
MYO5B	4.886815	6.964832	5.171694	7.943904	2.980139	3.002227
MIR4320	0.0	0.0	0.0	0.0	0.0	0.0
CCDC11	0.0	0.0	0.506347	0.432742	0.0	0.0
MBD1	1.411214	0.447642	1.291703	0.558756	1.439741	2.246414
CXXC1	6.863289	0.0	4.571174	0.829164	0.0	0.0
SKA1	7.089052	5.449946	4.10089	4.78127	1.288955	1.888396
MAPK4	0.675367	0.163994	0.119354	0.068332	0.07512	0.0
MRO	0.0	0.0	0.0	0.0	0.0	0.0
ME2	6.48257	4.860941	0.0	0.0	1.176543	2.988708
ELAC1	1.19447	2.728563	1.612623	1.56945	0.711721	0.910903
SMAD4	8.083397	3.90821	2.415449	4.70039	4.317892	3.90628
MEX3C	19.14949	6.072319	6.188107	11.622108	4.162244	4.434378
LOC100287225	0.0	0.0	0.0	0.0	0.0	0.0
DCC	0.0	0.0	0.0	0.0	0.0	0.0
MBD2	0.254984	1.136267	1.434569	0.656767	0.248524	0.901447
SNORA37	2.211358	0.248392	0.201464	0.0	0.325321	0.245589
POLI	1.569224	1.290196	0.523129	1.537544	0.31475	0.999709
STARD6	0.328104	0.0	0.0	0.0	0.0	0.0
C18orf54	4.245107	1.031917	0.528886	1.432772	0.6492	1.597261
DYNAP	0.0	0.0	0.0	0.0	0.0	0.0
RAB27B	0.0	0.0	0.0	0.0	0.0	0.0
CCDC68	0.0	0.0	0.0	0.0	0.0	0.0
TCF4	0.0	0.0	0.0	0.0	0.0	0.0
MIR4529	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505474	0.0	0.0	0.0	0.0	0.0	0.0
TXNL1	126.840569	54.344006	45.59671	36.005692	20.305017	37.380997
WDR7	1.285523	1.161863	1.01176	1.819987	0.839158	0.810651
ST8SIA3	0.0	0.0	0.0	0.0	0.0	0.0
ONECUT2	0.020199	0.051734	0.0	0.0	0.0	0.0
FECH	0.0	0.021473	0.0	0.0	0.0	0.0
NARS	135.840866	84.308952	82.560226	82.199821	23.58709	26.887115
LOC100505549	1.957595	7.526737	3.271556	3.117784	1.396634	1.977417
ATP8B1	1.746034	5.73474	5.095665	6.578578	9.896728	5.699536
NEDD4L	0.0	0.0	0.0	1.407935	0.872036	1.782096
MIR122	0.0	0.0	0.0	0.0	0.0	0.0
MIR3591	0.0	0.0	0.0	0.0	0.0	0.0
ALPK2	0.0	0.0	0.0	0.079886	0.0	0.0
MALT1	5.282666	0.644575	1.945677	2.943591	0.708723	1.050853
ZNF532	17.225443	19.548105	15.624421	18.11701	10.530511	9.329183
OACYLP	0.0	0.0	0.0	0.0	0.0	0.0
SEC11C	31.949093	27.547329	24.600067	19.564562	17.184824	20.392405
GRP	0.0	0.0	0.0	0.0	0.0	0.0
RAX	0.0	0.074647	0.0	0.0	0.0	0.0
CPLX4	0.0	0.0	0.0	0.0	0.0	0.0
LMAN1	20.382532	14.241184	11.454845	10.225967	4.224004	3.794937
CCBE1	1.16324	0.671152	1.343402	0.853849	0.659408	1.676502
PMAIP1	8.950086	3.189143	0.111538	0.0	0.692252	0.0
MC4R	0.0	0.0	0.0	0.0	0.0	0.0
CDH20	0.0	0.0	0.0	0.0	0.0	0.0
RNF152	0.698077	0.0	0.0	0.0	0.0	0.0
PIGN	0.056714	0.0	0.0	0.0	0.0	0.0
KIAA1468	2.701451	1.176744	1.821346	1.953029	0.591827	1.446736
TNFRSF11A	0.0	0.0	0.0	0.0	0.0	0.0
ZCCHC2	0.271028	0.047972	0.556701	0.218675	0.081512	0.054705
PHLPP1	5.18665	6.45097	6.720608	4.661201	2.854493	3.678093
BCL2	0.0	0.0	0.043977	0.0	0.0	0.0
KDSR	6.269704	6.455869	6.836398	5.573861	3.05714	3.523499
VPS4B	27.055807	11.148713	10.088756	13.606311	15.671269	13.151877
SERPINB5	1.729013	2.139674	0.469717	0.081117	0.0	0.0
SERPINB12	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB13	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB4	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB3	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB11	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB7	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB2	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB10	0.0	0.0	0.0	0.0	0.0	0.0
HMSD	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB8	0.0	0.0	0.0	0.0	0.0	0.0
LINC00305	0.0	0.0	0.0	0.0	0.0	0.0
LOC284294	0.0	0.0	0.0	0.0	0.0	0.0
LOC400654	0.0	0.0	0.0	0.0	0.0	0.0
CDH7	0.0	0.0	0.0	0.0	0.0	0.0
CDH19	0.074706	0.0	0.0	0.0	0.0	0.0
DSEL	0.997649	0.122125	0.0	0.630147	0.0	0.034414
LOC643542	0.0	0.0	0.0	0.0	0.0	0.0
TMX3	9.787573	3.109671	1.801364	1.593905	1.153096	2.030127
CCDC102B	0.0	0.0	0.586312	0.102849	0.048369	0.081249
DOK6	0.0	0.0	0.0	0.0	0.0	0.0
CD226	0.0	0.0	0.0	0.0	0.0	0.0
RTTN	2.073482	2.110588	3.004646	2.072817	0.493921	0.534659
SOCS6	19.739546	12.862762	19.617373	8.854218	4.723461	6.777384
LOC100505776	0.0	0.0	0.0	0.0	0.0	0.0
CBLN2	0.0	0.041314	0.276143	0.746676	0.316012	0.177611
NETO1	0.0	0.0	0.0	0.0	0.0	0.0
LOC400655	4.806232	3.588827	3.052797	1.472356	2.311427	2.702377
LOC100505817	29.169737	9.596167	2.330185	4.907941	0.57885	0.424986
FBXO15	0.0	0.0	0.0	0.0	0.0	0.0
TIMM21	30.207588	30.941776	21.265692	30.372843	15.390192	14.878239
CYB5A	0.0	2.620568	0.0	0.0	3.958995	0.0
C18orf63	0.0	0.0	0.0	0.0	0.0	0.0
