gene_id	C4_e1_c1_count	C4_e1_c2_count	C4_e1_c3_count	C4_e1_c4_count	C4_e2_c1_count	C4_e2_c2_count	C4_e2_c3_count	C4_e2_c4_count	C4_e3_c1_count	C4_e3_c2_count	C4_e3_c3_count	C4_e3_c4_count	C8_e1_c1_count	C8_e1_c2_count	C8_e1_c3_count	C8_e1_c4_count	C8_e1_c5_count	C8_e1_c6_count	C8_e1_c7_count	C8_e1_c8_count	C8_e2_c1_count	C8_e2_c2_count	C8_e2_c3_count	C8_e2_c4_count	C8_e2_c5_count	C8_e2_c6_count	C8_e2_c7_count	C8_e2_c8_count
Neu4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neu1	362	8	1851	286	47	1697	582	182	3319	1274	390	1344	1811	1608	636	1010	147	572	1047	1852	119	3258	438	1510	1235	892	257	973
Neu2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neu3	0	0	0	0	0	0	0	0	0	0	0	166	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930539C22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc5l	1412	2580	2286	1830	3432	1984	2866	1254	4438	1280	2191	1306	2570	3362	1535	3467	1566	3114	2155	3310	790	1623	1616	984	1285	1253	1487	1363
Sfpq	325	1390	265	1918	926	926	1208	25	1610	1087	787	2521	1129	3570	1507	855	627	1393	1674	1776	1910	2541	1811	2629	636	1211	1560	2003
Plekhh3	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	218	0	0	0	725	67	0	0
Plekhh2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	4	0	0	0	0
Plekhh1	0	0	14	0	163	162	618	971	864	0	99	172	0	0	264	4	0	515	0	0	4	92	0	393	0	331	0	4
Sost	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5r1	0	0	8	0	37	22	138	2	0	64	34	143	0	0	0	0	0	0	0	0	0	63	0	5	0	0	0	253
Cdk5r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blvrb	4	0	0	196	0	0	0	0	288	0	4	0	6	8	161	604	646	522	757	666	412	693	820	1350	992	555	485	884
Blvra	56	216	0	0	97	0	0	0	0	0	0	0	0	0	264	0	96	370	195	0	0	0	0	111	161	0	0	0
Slc46a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc46a3	0	0	19	4	0	0	0	0	0	0	0	0	0	4	0	10	3	0	0	0	0	0	0	0	0	0	0	0
Slc46a1	0	0	0	495	66	731	410	5	786	0	241	0	491	900	2303	3291	714	339	3065	586	206	1434	38	1414	2545	751	306	612
Tlx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn10a	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tlx3	6	0	0	0	0	0	0	0	0	0	0	0	4	281	0	0	0	0	0	0	75	0	4	130	151	262	0	0
Eid2b	2	144	1398	218	0	0	142	0	182	619	69	2	4	292	30	292	0	0	7	0	0	247	560	126	562	216	113	315
Ptf1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daf2	0	0	0	0	0	0	15	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noxo1	0	0	0	0	0	100	101	0	38	324	0	0	16	0	12	0	15	942	0	12	0	8	0	9	34	2	11	0
Mlec	194	12	0	666	393	185	1570	245	18	684	309	1286	386	518	373	1148	14	1316	0	0	0	495	0	425	1013	511	352	447
Olfr1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sptan1	258	325	383	563	154	717	1202	786	2813	1033	331	514	103	1017	1161	740	548	1049	11	664	828	1909	728	2136	583	1010	639	758
Hivep1	33	160	21	45	280	0	28	40	556	301	9	507	0	1116	253	146	0	0	145	175	0	0	48	280	11	1072	0	7
Hivep2	0	0	0	0	4	0	0	0	0	0	0	476	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Hivep3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiss1r	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp703	0	101	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	111	0	366	102	0	0	0
Zfp704	482	0	0	0	0	0	0	0	55	0	0	0	143	0	22	0	0	873	0	4	297	112	281	16	0	19	0	0
Zfp707	4567	3269	2499	5044	6991	1913	2060	2314	4090	3922	1461	1956	120	229	28	481	84	611	0	4	50	1882	232	2073	18	948	1111	583
Zfp706	19187	13911	13149	28694	22098	20260	39004	23048	46183	31650	19055	31487	33027	52181	49924	44073	53098	103486	56388	56033	26751	41901	45724	46073	18824	40277	19626	30963
Zfp709	0	0	800	20	250	0	577	0	35	0	61	0	0	0	0	0	0	130	0	0	0	0	4	8	12	169	0	107
Zfp708	0	0	793	467	239	160	0	867	0	0	0	0	428	0	0	0	18	0	0	0	22	225	234	24	196	0	139	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtymk	3515	985	2960	2100	7520	3438	6389	2379	9174	4653	3304	6828	2996	6110	4863	5524	3159	11187	4920	3711	966	4000	2824	3739	1483	4379	3462	2868
Prom2	0	0	287	0	0	0	0	0	0	0	0	0	81	552	0	12	0	0	51	0	92	258	0	0	0	32	0	0
Prom1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0
Dcun1d4	0	0	0	0	0	0	0	0	0	0	6	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brsk2	0	25	0	194	0	0	0	0	32	4	0	0	0	0	0	63	0	0	7	714	0	381	4	190	0	4	0	0
Brsk1	0	0	0	0	0	78	0	0	0	0	22	0	0	0	0	0	0	0	216	170	0	0	0	0	0	0	0	0
Spag16	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0
Spag17	0	444	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	146	0	0	0	0	0	0	7	0
Notch4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Notch1	366	0	0	73	9	0	0	0	122	0	0	0	16	432	175	20	268	89	533	493	63	222	85	228	0	188	0	0
Notch2	55	0	26	8	466	26	32	150	266	135	160	17	88	0	0	34	33	136	200	0	166	69	0	42	201	52	56	37
Notch3	0	0	463	0	0	0	0	261	0	29	79	0	0	0	0	0	0	0	0	0	0	0	2	0	32	0	0	0
Rps19bp1	2948	4442	4610	4190	3359	2608	3376	2054	4189	3959	2196	4558	1171	3772	2374	2727	2348	5969	5231	2651	3046	5038	6010	5367	867	5232	3530	3682
Skiv2l	0	0	0	0	551	104	0	0	0	0	0	0	0	0	4	14	23	0	1846	648	0	55	0	0	0	0	0	178
1110012L19Rik	999	0	146	177	0	0	646	352	415	724	411	1424	0	0	209	440	544	6	464	128	1247	566	776	67	952	293	376	985
E330017A01Rik	0	0	61	244	336	71	265	0	4	115	25	0	0	0	92	0	93	174	0	0	4	0	0	37	0	0	18	0
Isyna1	6657	7072	5919	1967	12379	6675	6635	5543	21475	15499	9932	16060	40552	71076	59837	73022	69363	61008	123363	106949	36460	87095	79602	57386	36215	71063	41078	56568
Supt20	1722	1388	725	1176	1607	237	123	740	1299	1494	352	1122	721	1219	1100	397	525	573	2763	1121	5667	2164	1120	551	2145	784	1117	1091
Nxt2	0	61	0	0	0	0	0	0	802	0	315	0	0	0	0	0	0	0	0	0	965	219	16	554	1228	494	362	299
Nxt1	1880	2485	1819	4303	2481	952	2247	1351	2246	1755	2075	4178	776	1208	2203	2443	1971	4962	4058	2528	2248	1174	595	3108	1935	2779	537	3388
0610010F05Rik	0	0	0	0	263	144	276	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0
Gm3264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Klra17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0
Rnf114	2179	5	77	284	1081	850	1478	117	1166	398	267	607	3692	2286	2856	1168	1871	21	2215	3058	1076	4660	2220	3110	879	2443	3138	4319
Klra14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klra18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcmtd2	0	0	0	0	0	4	0	0	25	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
Olfr539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcmtd1	98	607	781	6	859	71	130	31	119	4	0	301	0	894	43	135	102	350	0	0	0	256	69	80	0	334	382	0
Olfr530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem59l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dscam	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	175	0
Zfp286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp281	1173	2297	407	533	1613	145	598	463	397	491	119	936	275	0	623	273	751	11	1379	980	627	140	316	776	1400	1648	220	225
Zfp282	0	0	0	461	0	0	0	0	47	0	0	70	0	0	0	0	0	0	135	0	110	250	0	0	4	97	0	0
Nufip1	5968	5021	5329	6466	7125	4151	2555	633	3250	2903	1372	4532	3204	4618	4445	3378	1622	3681	3606	5665	6024	7340	7184	5453	6068	5506	5128	3507
Slfnl1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0
Lgsn	0	0	0	0	17	0	0	0	0	27	0	24	0	0	0	0	0	0	0	0	0	0	0	130	0	9	0	0
Cd2ap	0	714	614	1229	107	707	456	76	1627	461	546	129	81	23	767	5	356	430	456	964	114	645	969	516	730	491	1271	208
Dguok	0	0	0	70	0	109	0	0	0	0	29	0	0	0	141	323	58	1052	0	9	0	29	0	0	23	0	130	0
Pdap1	1248	1218	752	1519	1735	1276	1907	1334	2378	1378	1483	1382	910	2917	2912	2605	1762	4631	2320	4457	1127	2682	3110	2013	2889	1633	1387	3012
Efs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmd2	0	0	0	0	0	0	0	0	0	0	88	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0
Ucp1	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm8	0	0	0	0	0	36	787	231	0	0	24	0	0	0	14	438	0	0	0	0	0	0	0	268	1655	339	244	0
Ucp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdp1	231	348	425	1017	2338	400	1574	330	1404	2415	323	576	305	338	1338	1104	1096	796	455	1229	494	887	708	737	183	784	233	392
Il20ra	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	84	0	35	0	0	0	0	0	177	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0
Il20rb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0
Ormdl2	184	711	764	414	1829	429	1438	635	801	2163	376	1136	4692	1549	989	3913	1232	2046	2930	3892	474	1709	1118	1225	526	1578	884	928
Ormdl3	317	116	498	60	201	431	24	0	389	0	8	190	3304	352	1363	1649	136	35	252	2368	1038	1354	1866	498	691	645	146	715
Ormdl1	0	0	0	0	0	0	0	0	0	5	215	0	2521	0	4	806	165	1158	1168	1075	0	546	262	348	0	209	210	0
Unc79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spsb3	0	680	3184	1892	2617	1102	1776	304	2402	2773	1994	2993	1948	761	61	2119	321	1470	3052	1152	198	3202	1192	982	1413	719	959	12
Spsb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spsb1	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0
Spsb4	545	39	1156	0	0	0	0	0	0	11	5	8	1255	0	1778	2058	647	1915	5387	1945	3977	4056	790	983	1635	2057	708	1437
E430025E21Rik	281	27	1047	281	556	376	458	748	3429	90	286	991	471	672	1515	292	43	828	3016	172	1206	1280	1741	236	1185	1848	0	1496
Phf15	27	95	0	0	0	179	0	0	214	84	146	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf16	225	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	302	698	382	8	32	0	27	53	0
Phf17	0	0	0	0	0	453	0	0	0	0	0	0	6	0	0	68	70	0	0	601	0	0	117	0	0	0	121	31
Phf10	0	0	0	0	0	4	414	0	425	0	188	0	545	8	44	194	98	6	0	6	0	0	0	193	0	205	0	0
Phf12	443	1321	1325	551	1513	235	913	0	2193	165	127	466	0	0	54	88	43	358	6	16	1446	223	916	157	2016	147	50	346
Phf13	1534	615	1070	956	2278	829	748	241	632	530	481	1393	2778	2348	282	701	333	1188	208	25	3787	1646	2598	471	7	950	492	142
Phf19	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0
4930504O13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpdz	0	0	716	0	269	411	590	22	0	72	0	23	0	0	268	0	0	0	0	0	0	138	0	19	0	0	128	0
Cep152	4	0	4	0	0	0	99	110	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	317	0	0
A230065H16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14005	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	109	0	0	0	0	0	140	0	35	33	0
Mir705	1	0	0	1	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	2	1	1	1	0
Gm12522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810459M11Rik	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0
Dennd4b	0	0	0	0	0	0	0	0	0	0	0	129	0	0	29	559	0	0	4	0	0	0	0	0	0	0	0	0
Cchcr1	14	0	0	0	12	17	392	0	0	0	98	0	261	0	62	0	65	42	0	0	4	116	0	0	596	0	0	0
BC026590	749	323	396	0	1078	0	214	282	0	52	0	461	446	0	0	182	64	583	717	0	0	814	227	7	160	51	166	200
Tfcp2l1	12	1070	8	4	62	0	26	0	0	0	0	0	975	2487	686	106	1177	63	1154	1204	372	896	2047	81	1126	2727	1168	13
BC051628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11696	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat2	422	255	0	0	997	624	12	1311	732	1861	222	2087	4440	1260	1361	1442	1508	4195	2488	1809	1370	2916	2362	1906	2231	805	2249	2223
Intu	0	0	0	247	0	0	0	0	0	0	0	0	0	612	0	0	0	0	0	0	0	145	116	0	0	0	91	0
Fgfbp3	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0
Krtap5-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230110C19Rik	12	0	268	0	162	0	0	20	0	0	39	395	71	1326	22	0	311	72	0	128	0	348	0	28	563	0	37	4
Krtap5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap5-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdca2	0	1645	585	317	437	223	15	786	93	1117	231	132	30	4	1039	0	168	134	9	4	1018	1275	925	415	1810	0	391	211
Cdca3	2248	0	19	1346	1863	1485	2300	1437	2651	954	683	854	2353	3959	2735	4310	762	4955	6852	3749	5252	1069	2369	1823	2474	1241	2209	873
Cdca7	1040	88	23	140	2792	391	1428	679	1164	90	847	764	1339	602	3239	2648	149	969	672	938	508	363	69	1060	17	949	527	331
Cdca4	937	454	201	435	1119	1025	547	975	634	93	269	16	0	259	1203	3101	112	2860	31	2704	1201	1338	2681	1866	845	2142	1216	1142
Cdca5	817	841	1803	2770	4092	1674	1634	1244	4389	1425	1678	2751	2400	2340	3107	3553	1774	2063	3364	558	4942	1717	2923	1450	1443	892	2971	955
Cdca8	3439	6935	6026	5774	3765	4109	6761	3796	8869	10253	3912	7771	4827	10206	4360	5368	2870	4026	11908	7151	6045	8525	6179	4355	3694	4491	3529	3739
Dppa5a	13872	9902	11367	11745	11219	8174	15645	11559	11667	13063	5720	10706	29070	53043	56565	43256	31134	66896	60476	50987	25015	69860	33957	35258	22449	49642	28032	20058
Mrm1	4	17	0	122	221	156	240	12	480	0	156	782	0	9	86	226	0	3	0	0	155	415	82	378	285	0	141	282
Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Sphk2	0	0	0	80	0	120	174	0	0	279	149	190	0	0	65	117	0	0	0	499	0	136	526	89	4	160	184	0
Sphk1	0	0	3	0	0	130	0	0	0	0	0	0	0	0	0	316	0	0	1659	296	1044	664	0	163	0	122	0	0
Rev3l	203	399	12	97	418	325	229	40	1145	53	0	1052	143	909	394	206	0	0	1164	175	817	104	372	393	0	24	8	4
Leprot	84	45	50	847	685	12	377	303	435	49	133	124	967	389	237	0	0	0	0	0	560	514	111	125	815	100	222	769
Bdnf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
Fam171b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
4930568E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcne1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss57	0	0	0	0	0	0	0	0	186	0	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	16	0	0
Prss52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D230025D16Rik	8275	3233	4109	1308	4213	2073	2373	1827	1787	3726	1995	6139	6210	4703	2752	1745	3276	180	9371	5985	2090	10443	6848	4595	1943	4966	3911	6611
Gm19990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933404O12Rik	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tvp23b	450	117	36	73	466	310	1441	1736	815	222	483	804	979	0	0	370	0	0	399	610	656	739	252	324	0	382	1031	40
Tvp23a	0	0	0	0	3	0	0	0	0	0	0	4	8	0	5	6	4	12	5	0	0	0	6	0	5	0	0	0
1700057H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufab1	561	829	943	423	1915	659	2131	1264	1600	1531	735	1762	449	1258	872	1683	1645	5202	1664	1081	2094	1009	1567	746	2476	281	1780	1793
4933406F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scand1	2111	3252	1968	1955	1759	1516	3166	2020	5731	3671	2804	2964	2001	3683	4037	5711	4883	7604	7294	3530	3573	5983	5338	5138	4024	6162	4567	4826
Caskin2	0	9	0	69	0	37	0	0	0	0	0	87	0	268	0	187	0	0	0	0	205	0	262	170	0	0	3	0
Caskin1	733	0	52	480	277	825	479	216	0	533	169	69	5	1356	334	48	885	598	410	3	0	1226	229	244	149	1240	333	11
Crim1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Hrct1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5s	359	0	63	226	0	56	406	20	682	0	295	352	34	205	426	199	214	664	769	400	255	254	70	449	4	383	826	442
4930590J08Rik	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	78	0	4	0	0	0	0	0	0	0	0	0
Atp5k	1614	1226	523	1459	2239	1235	1666	1241	3257	2463	1747	2497	2839	4709	4356	3989	3602	6133	5831	5550	1780	3354	2849	4077	4528	3331	3986	3373
Atp5j	1735	869	546	4383	2282	1714	5017	3161	2800	4550	1862	5412	6901	8787	10644	12995	6661	16147	10294	10921	7244	10713	8297	10846	9975	9087	6811	10188
Atp5h	1512	1694	2182	2911	5591	2889	2924	3212	5221	3073	1489	3511	7608	7968	5899	6509	4079	9458	8424	8005	2686	5798	5015	6887	3984	6707	4411	6181
Atp5o	1850	2354	1961	1793	4187	1482	4050	3698	5557	3013	3141	6000	5342	5857	3802	2510	3876	6810	10237	6841	4279	3557	4966	4680	2350	4403	3616	4285
Atp5l	758	481	904	1170	635	1476	1532	1862	1824	1639	626	1661	3777	4588	2216	4072	1982	2306	4449	5425	1297	2894	2084	2293	2242	3114	2184	2588
Atp5b	15183	12588	11657	14301	30067	11762	20452	24003	15902	26102	10976	31334	22937	33173	23618	31825	22854	13832	47978	55226	30846	51244	44145	35090	36101	49806	29782	46370
Pus10	0	0	0	0	0	142	0	0	0	0	122	0	0	0	0	193	48	208	0	239	825	106	248	270	9	298	64	393
Atp5e	1324	632	1006	545	2922	1831	2522	2617	2441	2168	1983	3211	3910	9357	4960	5825	4997	12549	7942	6878	2826	3258	3232	3741	2500	3235	3397	6146
Atp5d	112	742	336	625	1969	673	1600	725	3859	1919	909	1028	1812	1767	3162	4674	4632	3976	8758	5911	5129	5203	6779	6300	1986	6698	2325	2851
Txlng	2122	4732	2934	5277	3465	510	2710	161	5026	3058	2107	4524	601	2578	1829	693	716	1359	613	1015	860	3150	5003	2864	1812	3021	2414	3120
Txlnb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txlna	0	1070	1560	969	1830	883	1313	357	1619	2804	887	2430	249	230	507	1390	225	1058	103	761	1707	1373	1270	893	957	613	212	1976
Kat2b	124	435	841	0	0	0	0	947	238	4	75	0	198	4	0	0	23	0	0	0	0	188	55	0	0	0	129	0
Doc2a	0	0	0	0	0	31	282	178	0	0	0	0	0	0	0	0	0	0	538	0	173	10	148	142	917	3	0	0
Doc2b	0	0	0	0	0	11	9	0	222	0	37	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0
Doc2g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb4	0	46	115	0	0	31	0	0	0	0	14	0	0	16	0	0	0	0	0	159	0	41	11	0	15	41	0	0
Cpeb1	586	0	211	0	0	104	401	0	810	0	0	0	33	0	0	0	0	0	0	0	75	0	0	32	552	0	0	0
