gene_symbol	ICM_1_FPKM	ICM_2_FPKM	ICM_3_FPKM	ICM_4_FPKM	TE_1_FPKM	TE_2_FPKM	TE_3_FPKM	TE_4_FPKM
Mtch1	8.349475	16.552742	5.164326	3.327487	7.34428	12.444263	5.55252	5.842388
Fgd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pim1	3.108582	10.247281	5.305506	6.403612	5.199344	7.246376	5.611505	6.139271
Tmem217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tbc1d22b	2.020832	2.443159	4.87957	3.952296	6.277356	3.773986	6.711918	5.566693
Rnf8	22.955948	28.60675	23.245543	16.969511	23.689735	25.76914	22.50753	23.36858
Ftsjd2	44.260567	47.793766	42.458218	40.144398	45.600567	34.928661	37.850681	40.994831
Ccdc167	2.457824	5.954955	2.761948	1.42692	1.499718	7.507203	1.632542	1.959843
Mdga1	0.132793	0.0	0.0	0.0	0.13594	0.0	0.086403	0.030751
Zfand3	22.244322	20.137447	13.477656	16.26004	20.702259	20.970776	14.571386	16.789167
Btbd9	1.199804	1.525603	3.39764	2.9454	1.616411	2.223132	1.990916	2.441026
Gm6402	2.673126	3.118662	3.954616	3.023142	5.913456	8.610592	1.988805	1.921417
Glo1	14.382075	11.251794	8.549769	20.265928	14.19444	6.260224	13.344179	13.369448
Dnah8	0.044302	0.702953	0.437162	0.157108	0.150691	0.046328	0.19174	0.200319
Glp1r	0.363117	0.0	0.0	0.0	0.321616	1.040843	0.0	0.0
Umodl1	0.0	0.0	0.0	0.0	0.0	0.185416	0.0	0.131824
Abcg1	1.383257	1.198752	1.54209	2.106078	0.197011	0.427804	0.152337	0.158903
Tff3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tff2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tff1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmprss3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ubash3a	0.540546	0.993031	0.419607	0.367706	0.256936	0.223755	0.65249	0.755851
Rsph1	0.0	0.0	0.413173	0.0	0.0	0.0	0.222414	0.0
Slc37a1	0.0	0.0	0.0	0.0	4.163412	0.102041	0.0	0.025283
Pde9a	0.0	0.311664	0.0	0.0	0.0	0.0	0.0	0.0
Wdr4	4.754138	4.934056	3.750414	6.821272	6.011761	8.382854	3.107226	3.047995
Ndufv3	28.641586	45.755749	38.334423	51.355701	53.068336	46.287697	45.914139	49.166229
Pknox1	0.0	0.304917	15.919662	16.377832	21.435886	0.0	10.98434	10.732699
Cbs	15.284576	2.368894	12.872958	9.834615	25.106909	36.341991	15.997062	17.828514
U2af1	7.92101	7.242795	3.985969	8.647655	8.122785	1.66684	14.215025	18.996925
Cryaa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sik1	16.120302	20.285465	10.153137	9.382564	6.245614	6.902381	3.830564	3.310605
Hsf2bp	1.115515	1.018409	0.465919	2.653097	1.726159	0.404379	1.184797	0.890803
Rrp1b	14.971408	20.166883	11.442848	9.259576	12.491102	7.061749	7.632276	4.692699
Pdxk-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Notch3	0.257609	0.980637	0.220177	0.07119	0.18109	0.929907	0.064338	0.039423
Ephx3	0.034885	0.781002	0.063119	0.744969	0.232141	0.206935	0.12643	0.064805
Brd4	86.031189	57.256195	60.467419	53.758839	67.870399	114.251488	48.593483	54.753521
Akap8	62.229435	72.828186	33.75922	33.209991	51.869312	43.417919	41.19759	37.419949
Akap8l	16.287052	12.472739	7.476441	5.656502	9.801089	15.256139	8.061453	7.492576
Wiz	0.0	1.895599	0.0	0.087606	8.012975	0.0	0.0	0.0
Rasal3	0.0	0.0	0.0	0.0	0.0	0.0	0.032744	0.021364
A530088E08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pglyrp2	0.0	0.0	0.0	0.0	0.0	0.0	0.095112	0.0
Cyp4f39	0.0	0.0	0.029868	0.549555	1.853238	1.747616	1.513547	1.606702
Cyp4f17	0.0	0.228307	0.827528	0.245043	0.705953	0.0	0.351251	0.599399
Cyp4f16	0.263219	2.116104	2.938203	2.147742	1.428773	0.623547	1.360389	1.062235
Gm9705	0.0	0.265829	0.0	0.104674	0.0	0.0	0.0	0.0
Cyp4f40	0.0	0.0	0.072504	0.0	0.0	0.0	0.0	0.104623
Cyp4f15	0.0	0.0	0.0	0.080364	0.0	0.0	0.049026	0.0
Zfp871	13.786409	15.268812	10.954856	16.171345	14.098105	19.735527	14.001329	11.691761
Zfp811	0.24567	0.155209	2.607364	0.189434	0.0	0.0	0.054804	0.035762
Zfp799	2.509431	0.154453	1.230321	1.440176	0.548211	0.0	1.595139	0.976408
Zfp870	0.903665	1.685781	3.018195	3.339978	2.499242	3.045367	2.719631	2.499583
Cyp4f14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp4f13	1.032595	2.9067	4.396189	1.774639	4.555619	4.833938	2.036158	2.822792
Cyp4f41-ps	0.961295	0.167216	0.0	0.404109	0.697941	0.0	0.771649	0.868728
Zfp472	1.295728	0.537632	1.308656	3.419188	2.958339	2.335306	3.945386	3.850612
Zfp952	3.35392	1.660165	6.360776	6.080711	2.363408	6.247635	4.28586	3.375781
Zfp763	1.470067	0.952472	1.958339	1.50652	1.021152	0.0	1.941929	1.456148
4921501E09Rik	0.0	0.0	0.371766	0.0	0.0	0.0	0.0	0.019991
Zfp563	0.498785	1.977326	2.413852	0.626486	0.721492	1.209161	1.273159	1.728965
Morc2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042202
Olfr55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm4461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp955a	2.458424	1.98358	3.173152	4.150268	2.864788	7.906856	3.294293	3.370685
Olfr63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp955b	4.655146	7.681395	6.225841	7.576525	7.394773	5.219932	7.944773	6.955841
Zfp81	11.77639	4.091829	9.9508	14.536906	4.987387	5.548252	7.063755	7.151032
Zfp101	1.976882	3.078279	2.714459	1.037933	2.135431	2.293279	2.42442	1.731244
Actl9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adamts10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myo1f	0.0	0.0	0.0	0.0	0.198577	0.947587	0.0	0.033907
Zfp414	12.484694	15.640208	13.24803	5.399938	9.068133	17.50646	9.25947	10.32028
Pram1	3.0797	1.533829	1.678849	0.392515	2.262517	1.86201	0.859811	0.863429
Hnrnpm	48.215115	1.611622	37.579815	70.218742	45.419765	19.322746	52.895977	54.995567
March2	2.001365	0.80704	0.257986	0.153651	0.667961	0.0	0.707663	0.337264
Rab11b	14.46901	16.792671	11.070415	10.28157	13.349082	18.326235	10.871979	12.822541
Angptl4	14.92384	22.334995	8.909005	5.409725	7.73258	2.429087	4.339696	6.870545
Kank3	4.522243	2.365041	1.346172	3.483111	1.975703	5.252978	1.427019	1.279574
Rps28	667.629028	666.704407	651.504211	675.103333	480.087433	944.188232	493.058105	467.976257
Ndufa7	129.834793	155.417282	110.255508	83.405121	111.748245	199.276718	78.194923	96.006462
Cd320	28.670269	35.418903	12.394571	12.114094	24.634285	16.504068	16.296568	20.14151
Kifc1	9.65302	16.265074	4.874711	3.669993	12.322827	15.736107	5.712252	5.064004
BC033916	0.0	0.0	0.0	0.140139	1.355535	0.0	0.872263	1.277725
BC051226	0.0	0.944788	0.236776	0.0	1.207992	0.0	0.426393	0.186763
Daxx	20.738209	18.360199	8.798091	9.900661	19.068106	29.87253	10.782279	9.209523
Zbtb22	7.810578	1.567177	1.424274	1.017179	3.247477	1.357448	3.086879	2.414756
Tapbp	1.883178	0.55235	0.936948	0.821068	3.754303	3.858775	1.93918	0.524738
Rgl2	3.47832	3.230116	1.315366	1.710868	4.387783	5.064245	2.329277	4.089929
H2-Ke2	2.512921	2.137366	2.993444	2.341737	2.671383	26.849779	7.516022	4.286967
Wdr46	42.090385	32.613415	23.70326	27.92239	40.19986	39.938034	25.204254	32.634865
B3galt4	0.764997	0.222676	0.685947	0.713884	0.711542	2.981785	0.307234	0.396929
Rps18	1155.700439	1251.502686	1110.584595	1104.716797	1124.908691	1178.643555	1128.629517	1130.299805
Vps52	10.219348	18.471937	11.388126	7.581893	13.811791	7.184044	7.594219	11.294888
H2-K2	0.0	0.0	0.0	0.345602	0.0	0.0	0.218715	0.192753
AA388235	0.981163	0.0	0.0	0.0	0.126951	0.214198	0.228108	0.0
H2-K1	88.990059	80.256691	75.87896	96.835892	87.27562	98.900291	104.183067	119.385933
Ring1	3.928848	6.146099	4.996662	6.238272	8.13656	15.949011	7.554513	8.044064
Mir219-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-Ke6	5.4904	6.795168	7.240237	5.532289	7.040817	1.465191	4.124539	5.11492
Slc39a7	0.0	0.0	2.845298	0.0	3.048018	0.0	0.0	0.0
Rxrb	3.317892	0.0	2.664837	0.071446	0.0	20.963024	1.062679	0.0
Col11a2	2.742059	2.760516	0.043836	0.06037	0.509355	1.047781	0.055119	0.156321
H2-Oa	0.0	1.363594	3.405713	5.507773	3.37077	3.683997	2.531434	4.510759
Brd2	78.776047	71.58197	39.248363	47.602642	81.242355	102.765038	50.498539	50.184982
H2-DMa	6.678188	0.433442	1.950479	0.707418	3.548662	0.0	1.790833	3.919202
H2-DMb2	0.0	0.0	0.0	0.0	0.0	0.0	0.295173	0.0
H2-DMb1	0.378059	0.0	0.0	0.381671	0.0	0.0	0.588103	0.0
Psmb9	5.132181	54.279667	30.389242	41.519527	10.877542	2.88222	6.148766	4.405733
Tap1	0.219247	0.0	0.0	1.623238	0.270936	0.0	0.0	0.092319
Psmb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tap2	0.17465	0.235513	0.0	0.228298	0.0	0.0	0.0	0.250885
H2-Ob	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-Ab1	1.304535	0.144036	0.369603	0.09467	0.180031	0.0	1.286616	0.950692
H2-Aa	0.0	0.0	1.044392	0.0	0.0	0.0	0.579502	0.726746
H2-Eb1	0.0	1.569315	3.012189	0.654712	0.800334	0.486473	0.821648	0.253141
H2-Eb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-Ea-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.693911	0.0
Btnl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Btnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC051142	2.059216	0.422167	0.685237	2.041265	1.637983	0.89317	1.089826	2.540421
Btnl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Btnl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Btnl6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Notch4	0.0	0.043035	0.039784	0.082884	0.063045	0.0	0.03384	0.035594
Gpsm3	0.0	0.0	0.780822	0.27598	0.197457	9.906323	0.217046	0.174871
Pbx2	7.110448	10.675093	8.890648	15.350445	10.805532	11.004538	8.750759	7.980644
Ager	1.347594	0.0	0.61669	0.089936	0.212944	0.0	0.0	0.06857
Rnf5	69.544762	99.911926	95.716278	100.464767	58.043716	84.603935	103.683922	97.364563
Agpat1	18.069855	22.262794	11.465434	12.712737	20.585182	40.460339	13.384872	17.021439
Egfl8	0.194877	0.697401	0.30377	0.114935	2.020276	6.058317	0.0	1.672071
Ppt2	7.533121	8.588871	11.511157	6.180335	7.322273	8.342503	9.234987	9.870019
Prrt1	0.0	0.0	0.479522	0.0	0.0	0.0	0.0	0.0
Fkbpl	0.809608	0.0	1.127635	1.217394	0.796119	0.0	1.690329	0.453852
Atf6b	5.101672	4.325794	6.356475	2.697468	10.422862	17.151062	6.723083	6.496503
Tnxb	0.0	0.152124	0.010412	0.013339	0.0	0.0	0.0	0.0
C4b	0.0	0.0	0.0	0.103053	0.111754	0.0	0.019297	0.042851
Cyp21a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4a	0.659859	0.383078	0.047963	0.173293	0.0	0.073247	0.046188	0.083442
Stk19	4.645221	13.179596	6.654375	4.576003	6.348187	9.344711	3.753711	4.373726
Dom3z	2.878563	2.836487	0.0	0.633249	0.0	0.0	1.578602	1.184153
Skiv2l	5.245964	6.118783	2.429926	4.462231	5.231751	11.931459	4.118505	5.207898
Nelfe	2.143982	26.833658	11.475764	0.0	7.596807	20.620419	15.86551	8.000772
Cfb	0.0	0.0	1.204371	0.0	0.979699	0.0	0.0	0.0
C2	0.0	1.654597	0.194502	0.693153	3.22491	2.84964	2.801812	2.775463
Zbtb12	0.18723	0.0	0.0	0.476774	0.0	0.0	0.0	0.085323
Ehmt2	0.0	0.0	0.46629	0.0	7.398208	22.672565	4.376094	1.382102
Slc44a4	4.682114	3.084918	10.23374	6.499771	20.201464	21.93644	18.290331	17.949211
Neu1	7.825853	8.697994	4.495032	5.464792	22.777441	31.234079	18.355085	20.795755
1110038B12Rik	156.97934	148.269714	67.21196	101.880852	133.309555	108.03064	81.387947	86.539307
Snord52	90.67981	29.584749	18.878983	33.158379	63.036522	2.771163	24.115265	33.415237
Hspa1b	8.92712	9.318652	16.28672	13.639672	5.481374	7.527127	10.88154	12.147741
Hspa1a	15.903603	11.772642	18.450329	31.774202	5.187155	7.355944	15.289696	19.139952
Hspa1l	0.14489	0.0	0.102423	0.264491	0.158449	0.0	0.278748	0.339154
Lsm2	10.947471	5.353219	5.301691	2.11423	16.511972	21.909899	4.961274	2.261356
Vars	23.435493	26.458668	10.98452	11.786436	14.618385	22.300875	9.467345	11.915297
Vwa7	0.0	0.0	0.0	0.0	0.062424	0.0	0.0	0.066735
Sapcd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052031
Msh5	0.0	2.02177	0.37833	0.307712	0.0	0.162328	0.042228	0.077848
Clic1	10.925405	27.591881	18.360502	14.446008	13.863466	27.197695	10.74352	12.757221
Ddah2	6.557445	1.00059	7.071473	2.293461	2.160111	2.473247	3.071267	2.442471
AU023871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G6b	0.0	0.0	0.0	0.0	0.047233	0.0	0.0	0.060197
Ly6g6c	4.692989	0.775479	1.589838	0.66693	1.254238	0.0	0.678947	2.154272
Ly6g6d	2.574772	0.0	0.0	0.311549	0.0	0.0	0.096714	0.0
Ly6g6e	23.976313	8.481722	11.979502	9.175222	2.997315	2.584804	2.167136	2.15339
Ly6g6f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abhd16a	11.288816	10.302064	3.964795	2.700744	10.378518	22.418514	6.586261	10.523274
Ly6g5c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ly6g5b	0.807082	0.6869	0.0	4.156429	3.931588	1.102756	0.248916	0.694708
Csnk2b	64.529533	83.828964	48.964272	59.399982	93.309814	123.427811	79.319344	72.913315
Gpank1	14.759401	16.975088	1.869396	0.024643	0.0	0.0	0.0	4.342272
D17H6S53E	0.662729	0.165395	2.455097	0.494641	0.075253	1.258434	0.07473	0.422944
Apom	0.70295	0.0	0.954311	0.0	0.328587	0.695457	0.456898	0.842618
Bag6	46.113914	67.256287	35.574524	30.410656	47.964008	65.575378	36.891891	38.827793
Prrc2a	25.478876	34.454536	14.020056	15.277781	25.682945	20.524832	7.767445	12.079464
Aif1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lst1	5.65608	0.0	4.578662	1.429239	0.526828	0.0	0.93806	0.564547
Ltb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tnf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfkbil1	3.834395	4.210914	3.310563	1.566776	3.803089	3.673134	2.32737	4.103563
Atp6v1g2	0.477779	0.867794	0.0	0.0	0.435974	0.426894	0.369301	0.22783
Ddx39b	201.350311	146.539825	123.244362	135.909698	141.210266	123.159531	117.026207	136.458374
H2-D1	19.182951	35.288181	37.606201	43.282505	31.361181	38.149712	43.460983	46.815266
LOC547349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-Q1	0.094953	0.0	0.350105	0.349157	0.286627	0.0	0.244096	0.326643
H2-Q2	0.0	0.0	0.0	0.575443	0.112173	0.0	0.0	0.255936
H2-Q4	1.178761	2.072392	1.142023	1.212372	1.236259	0.0	0.667328	1.256266
H2-Q8	0.0	0.0	0.0	0.0	0.705433	0.0	0.163446	0.082335
H2-Q6	0.0	0.757642	0.14303	0.0	0.367877	2.677663	0.276972	0.40519
H2-Q7	0.0	0.0	0.0	0.0	0.051321	0.0	0.0	0.54692
H2-Q9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-Q10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pou5f1	277.685516	283.563019	196.771927	162.825333	140.824188	211.432556	122.179825	110.203796
Tcf19	11.313518	10.739255	5.111601	4.627735	4.291113	7.897222	2.59125	0.004531
Cchcr1	2.798774	2.630964	3.721733	1.370751	1.900009	1.957701	0.816403	0.602678
Psors1c2	0.0	0.0	0.195521	0.0	0.0	0.0	0.28597	0.0
Cdsn	2.271353	1.091158	0.270784	0.317963	0.670085	0.31485	0.647984	0.666728
2300002M23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm9573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026646
Dpcr1	0.0	0.0	0.105996	0.072273	0.063025	0.0	0.0	0.0
Sfta2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vars2	5.680593	5.20078	4.887752	2.424352	4.025185	2.512436	2.763566	2.34913
Gtf2h4	9.358983	20.664606	17.022614	8.484137	9.156438	3.973265	8.444101	10.737061
Ddr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ier3	2.336921	1.175259	0.593548	4.47776	2.327716	5.448971	6.298936	4.825154
Flot1	5.126923	5.498639	7.801327	6.119975	9.563112	11.31428	5.191512	9.787416
Tubb5	149.868515	171.985825	136.529984	131.783066	132.132126	150.187347	132.383209	144.429733
Mdc1	27.114038	29.474463	23.494781	23.2651	24.930498	32.56649	22.934578	22.374531
Nrm	4.634972	24.346468	14.131598	18.071064	16.629856	30.413712	25.462671	25.435286
Ppp1r18	0.0	0.0	0.0	0.0	0.176449	0.0	0.0	0.0
Dhx16	20.978498	24.587282	21.872803	22.455807	20.014206	22.586805	22.581116	21.680908
2310061I04Rik	13.140559	26.37923	9.106637	10.605252	21.055321	18.842005	12.029801	13.960148
Atat1	3.206747	4.785924	0.75528	1.574278	2.479986	2.095288	0.656864	0.46687
Mrps18b	80.480499	91.607124	75.463921	88.601143	83.689163	93.910988	86.212044	92.58477
Ppp1r10	13.479127	20.974033	18.586754	1.042368	14.378886	19.518717	4.263338	14.555491
Mir1894	0.0	0.0	0.0	1.965849	0.876642	1.501364	1.063393	0.518026
Gm8801	0.444923	0.701317	1.427123	1.08211	0.816033	0.522543	1.058687	1.282294
Abcf1	36.407753	46.610287	32.127659	45.504959	42.031033	70.889038	38.784935	44.751595
Mir877	0.261505	0.13771	0.0	0.0	6.512937	0.317936	0.080327	0.014736
Prr3	3.610222	5.089571	2.524189	0.0	2.606302	0.0	3.686156	1.76367
Gnl1	8.802429	11.725816	5.504828	11.682677	13.324386	17.636875	8.75855	10.12166
A930015D03Rik	6.092499	10.345234	0.995821	4.034896	5.543473	2.704864	3.501636	2.121599
H2-T24	4.200516	1.045863	0.317595	0.823363	2.861185	3.725475	1.923207	1.765424
H2-T23	1.02633	0.0	0.119098	0.0	0.352787	0.0	0.220713	0.162454
H2-T9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-T22	2.091786	0.428604	0.0	0.0	0.578266	0.567656	0.14531	0.302987
Gm6034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm11127	1.909942	0.957852	0.234832	1.220229	0.363229	0.563866	0.66946	0.482074
H2-Bl	0.349169	2.143163	1.285909	1.601621	2.670594	0.566494	0.714195	3.262142
H2-T10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm7030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2410017I17Rik	0.469559	0.091633	0.089955	0.096179	0.109501	0.0	0.047704	0.0
Gm8909	0.947379	2.160352	2.632918	5.203026	4.37303	3.312849	1.242826	1.699884
Gm6623	1.595585	1.967458	1.375243	1.570086	1.729093	1.100266	1.706115	2.24803
H2-T3	0.157757	0.0	0.050088	0.0	0.0	0.0	0.0	0.0
Rpp21	39.709038	33.886963	35.386547	52.599636	47.098045	103.36084	44.535393	41.526115
Trim39	0.0	0.095966	0.0	0.0	18.621511	0.0	13.268972	14.394323
H2-M10.2	0.0	2.193608	0.0	0.0	0.290658	0.0	0.0	0.064942
H2-M10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.3	0.0	0.0	0.0	0.0	0.0	0.0	0.030654	0.0
H2-M10.4	0.251863	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-M11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-M9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-M1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-M10.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021958
Trim26	15.078504	7.818568	9.440313	9.386847	11.52307	7.836295	12.172083	12.722794
Trim15	0.0	0.0	0.053181	0.0	0.0	0.0	0.052433	0.442594
Trim10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trim40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098596
Trim31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rnf39	1.945287	0.521267	0.767495	0.587725	0.806849	0.954109	1.083225	1.000839
Ppp1r11	41.999443	30.301842	35.774689	29.718395	37.113194	30.172871	37.740307	46.814743
Znrd1	97.885117	49.893417	53.110874	57.780567	72.394875	114.635757	62.845196	57.512119
Znrd1as	10.760199	12.607262	25.961189	20.562794	6.491819	22.07605	8.434312	9.9027
2410137M14Rik	0.0	0.324563	0.093774	0.0	0.0	0.0	0.0	0.253798
H2-M5	0.649309	0.797373	0.0	0.0	0.0	0.0	0.0	0.166202
Zfp57	5.03843	2.248777	2.590371	1.01422	1.759575	0.0	0.368729	0.70364
Mog	0.614278	0.068573	0.127896	0.007671	0.0	0.0	0.366802	0.0
Gabbr1	9.206378	5.488243	4.906078	5.727922	0.66103	0.364765	1.024576	0.83582
Olfr90	0.0	0.0	1.008577	0.084189	0.0	0.0	0.0	0.0
Olfr91	0.0	0.0	0.247748	0.0	0.0	0.0	0.0	0.0
Olfr92	0.0	0.0	0.085347	0.0	0.0	0.0	0.0	0.0
Olfr93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ubd	0.0	0.0	0.086568	0.0	0.0	0.0	0.0	0.0
Olfr94	0.0	0.201642	0.0	0.0	0.0	0.0	0.0	0.0
Olfr95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr98	0.0	0.125864	0.0	0.0	0.0	0.0	0.0	0.0
H2-M3	0.0	0.0	0.248919	0.0	0.0	0.0	0.0	0.16305
Olfr99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042224
Olfr103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr107	0.0	0.0	0.0	0.0	0.0	0.0	0.189646	0.0
Olfr108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H2-M2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073697
Olfr112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr118	0.0	0.0	0.191785	0.0	0.0	1.685538	0.0	0.081039
Olfr119	0.0	0.679884	0.0	0.0	0.0	0.0	0.0	0.151566
Olfr120	0.0	0.0	0.0	0.0	0.0	0.493954	0.0	0.0
Olfr121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr761	0.0	0.0	0.083451	0.0	0.338211	0.0	0.0	0.0
Olfr129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20410	0.0	0.0	0.229623	0.0	0.0	0.0	0.0	0.0
Gm20516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm9041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pgk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crisp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crisp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm17495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm20580	0.0	0.0	0.536431	0.0	0.0	0.0	0.052331	0.0
Gm6084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
